y_true,y_pred
26.0,24.764858
39.0,39.46454
36.0,37.096027
14.0,14.592178
23.0,24.520609
35.0,35.315834
29.0,29.238617
30.0,30.205786
19.0,18.03854
23.0,23.009207
42.0,41.86906
14.0,14.112527
15.0,13.49213
17.0,15.713579
32.0,28.64083
42.0,40.115242
9.0,8.955972
38.0,39.281075
34.0,32.470257
25.0,23.696142
33.0,33.38564
32.0,31.775223
39.0,32.67584
32.0,31.238783
33.0,34.499634
25.0,25.025278
33.0,32.026978
10.0,9.618183
33.0,34.284683
37.0,36.547623
12.0,12.585268
17.0,16.613419
24.0,23.646036
38.0,38.763462
40.0,40.09637
33.0,33.45376
12.0,12.114925
14.0,13.809972
31.0,30.976053
33.0,33.339325
22.0,22.537584
11.0,10.387234
10.0,11.275278
10.0,10.37212
10.0,11.948826
21.0,21.047243
11.0,9.862599
42.0,42.96749
42.0,40.463486
21.0,19.957401
35.0,34.594624
18.0,18.351788
25.0,24.88878
11.0,11.706034
30.0,29.310528
23.0,24.154934
28.0,28.68319
42.0,39.544346
15.0,14.210424
18.0,16.037327
21.0,19.721575
18.0,17.908047
16.0,16.82902
41.0,40.503433
40.0,42.574894
33.0,32.791504
26.0,26.368166
29.0,29.228132
28.0,28.195633
11.0,10.224186
27.0,26.969858
13.0,11.088823
8.0,8.090396
25.0,27.209764
25.0,25.427418
24.0,24.120348
9.0,9.915215
16.0,15.934084
12.0,12.055952
38.0,39.02774
15.0,14.778456
30.0,29.992994
23.0,23.26856
11.0,10.706835
18.0,18.770546
15.0,14.960909
26.0,25.081507
12.0,11.899517
8.0,6.8065267
27.0,26.898409
42.0,42.33291
11.0,11.791975
39.0,38.43608
10.0,9.006234
36.0,36.08593
15.0,14.747944
22.0,21.875206
29.0,28.307768
38.0,35.399235
16.0,15.690317
23.0,23.295572
25.0,25.942957
12.0,12.134226
39.0,40.34697
32.0,34.77779
41.0,40.054733
14.0,13.988033
35.0,33.535854
41.0,40.334198
20.0,21.543272
15.0,15.021623
11.0,11.267262
38.0,41.46304
42.0,39.783024
40.0,39.928707
27.0,27.318863
40.0,37.558483
22.0,21.432314
36.0,37.111237
24.0,23.907682
19.0,19.169367
39.0,39.478493
18.0,13.679147
34.0,34.758564
27.0,27.352987
38.0,38.530567
10.0,11.385265
27.0,28.03213
8.0,7.4858985
36.0,34.917927
28.0,30.692009
29.0,28.856771
22.0,22.201502
12.0,12.168646
17.0,16.213644
35.0,34.414948
13.0,12.722638
14.0,13.891319
27.0,27.915861
16.0,16.343489
35.0,34.4834
35.0,34.884323
12.0,12.76375
10.0,9.62145
22.0,21.577307
15.0,14.5395565
35.0,34.199776
20.0,17.025768
36.0,37.096027
15.0,15.267858
34.0,33.593563
23.0,20.717909
23.0,22.98892
14.0,14.952286
23.0,25.17686
32.0,29.987186
28.0,27.843973
34.0,36.510582
22.0,22.713736
42.0,41.850487
18.0,18.041046
22.0,21.824184
9.0,8.957454
31.0,30.687458
30.0,30.067621
40.0,38.639107
37.0,37.036804
10.0,10.7853565
35.0,34.332207
42.0,41.682064
19.0,17.517199
40.0,38.812706
39.0,36.752388
9.0,9.242925
40.0,41.36638
37.0,36.583405
17.0,17.082952
8.0,8.233144
42.0,39.983566
25.0,24.589281
38.0,39.23471
41.0,40.023384
9.0,9.190906
28.0,26.491245
40.0,40.150734
10.0,10.324785
27.0,27.50803
8.0,8.567138
28.0,27.550356
24.0,26.63283
15.0,14.63733
32.0,31.192604
18.0,18.23496
37.0,36.02964
27.0,27.576498
12.0,11.510337
29.0,28.743246
21.0,22.487663
10.0,10.087398
38.0,35.84928
26.0,26.731073
9.0,9.446077
36.0,41.054115
41.0,38.499046
40.0,39.510338
9.0,9.013735
36.0,35.66959
25.0,24.86193
36.0,34.437004
21.0,20.186201
9.0,8.749393
8.0,8.398853
34.0,34.017345
20.0,19.427279
19.0,18.325186
29.0,29.766588
26.0,21.72762
9.0,8.489148
10.0,12.107323
41.0,39.96683
29.0,29.653543
31.0,30.480059
12.0,12.823505
36.0,36.385834
37.0,37.606247
24.0,24.030214
23.0,22.999254
37.0,36.308628
28.0,28.16385
33.0,34.814796
26.0,25.715408
9.0,9.570677
41.0,40.115227
13.0,12.860558
19.0,18.153465
20.0,20.104002
25.0,24.473515
37.0,36.693573
8.0,8.228633
17.0,16.725008
20.0,24.021076
16.0,16.20214
15.0,14.9036255
19.0,19.19764
20.0,19.869894
23.0,23.533003
40.0,39.946125
24.0,25.454706
25.0,25.986338
8.0,7.0618215
10.0,11.368089
10.0,10.344827
26.0,24.342815
18.0,18.100069
29.0,29.08146
18.0,18.144487
29.0,28.297321
25.0,25.269775
14.0,14.240731
9.0,9.840917
39.0,37.009415
20.0,19.556938
22.0,22.863966
34.0,33.378044
21.0,18.48921
38.0,42.07773
35.0,34.756245
39.0,32.732273
41.0,38.218487
19.0,18.451769
30.0,31.689486
20.0,20.826729
16.0,15.269941
25.0,25.010302
13.0,9.915588
8.0,8.028468
23.0,25.832018
17.0,25.46961
38.0,37.011475
36.0,35.895897
23.0,23.147635
32.0,31.441538
21.0,20.504221
42.0,39.182083
12.0,12.168646
12.0,11.599636
33.0,34.310036
33.0,33.06195
25.0,25.601341
11.0,10.726658
39.0,40.073257
26.0,25.093908
36.0,36.51728
39.0,38.647434
17.0,15.669095
18.0,18.329311
21.0,20.186201
12.0,10.861075
22.0,22.795376
10.0,11.375106
40.0,39.137177
32.0,29.733759
12.0,12.457591
11.0,11.987913
38.0,37.952442
12.0,11.823153
19.0,19.731855
18.0,18.702465
25.0,26.281855
37.0,36.574715
39.0,38.226532
25.0,21.828611
20.0,20.078537
20.0,20.23326
27.0,27.314371
16.0,15.622118
24.0,23.577797
35.0,34.782627
18.0,18.354723
16.0,16.22933
41.0,40.39058
25.0,25.235033
41.0,39.74569
15.0,14.471857
18.0,18.50257
34.0,33.845867
37.0,36.02964
8.0,8.276201
14.0,14.245347
32.0,31.207233
41.0,40.090153
35.0,33.88043
23.0,21.356049
39.0,37.081985
19.0,18.521524
27.0,27.760584
9.0,10.40331
18.0,18.304113
21.0,21.150137
11.0,9.698311
39.0,38.945797
42.0,42.8047
22.0,22.132864
16.0,16.396444
11.0,10.790118
22.0,17.557552
20.0,20.856916
41.0,40.209152
27.0,28.916277
26.0,27.93492
22.0,22.64704
19.0,18.450174
16.0,15.905598
29.0,29.341301
29.0,29.348936
35.0,34.22782
38.0,35.41427
31.0,32.192394
18.0,18.100069
21.0,21.150137
20.0,18.227613
13.0,12.527313
12.0,11.187421
28.0,27.595034
22.0,22.836466
21.0,20.364023
8.0,8.233144
23.0,25.408562
11.0,10.586032
35.0,33.482994
26.0,24.221132
31.0,31.429667
23.0,22.99338
18.0,18.285856
42.0,41.711792
11.0,8.730977
41.0,41.2231
22.0,21.649628
40.0,40.432007
36.0,34.899303
13.0,14.677811
29.0,28.743246
18.0,17.646105
28.0,28.253187
27.0,32.07927
14.0,13.662325
13.0,13.079813
23.0,24.299234
42.0,41.134274
20.0,19.866726
12.0,12.265549
42.0,41.56102
28.0,27.452848
35.0,35.523323
13.0,11.58422
33.0,34.85697
28.0,28.31647
28.0,28.253187
30.0,29.475592
39.0,37.11418
10.0,9.92335
13.0,11.816615
32.0,30.496399
23.0,22.112064
39.0,38.698982
15.0,16.092096
38.0,36.386604
18.0,16.868
24.0,23.168823
22.0,22.23679
20.0,19.879715
30.0,29.992025
23.0,23.265413
31.0,30.309793
21.0,20.460175
36.0,36.67787
33.0,31.915792
30.0,27.96031
8.0,7.1812577
42.0,42.144943
29.0,29.150953
15.0,14.9036255
37.0,37.172607
27.0,29.04441
32.0,39.892143
34.0,32.404995
41.0,29.098886
40.0,39.455627
31.0,27.516968
23.0,24.397167
19.0,18.669823
8.0,7.2412176
37.0,33.120342
15.0,13.545826
28.0,28.92227
22.0,20.547491
34.0,34.427505
34.0,30.91931
19.0,18.407484
24.0,23.23384
10.0,10.594831
32.0,28.707869
34.0,31.995008
38.0,35.26886
35.0,34.8811
13.0,12.37592
10.0,10.162111
8.0,9.03842
18.0,16.97653
10.0,10.162111
35.0,33.649223
24.0,23.880938
35.0,35.152
37.0,32.784576
25.0,25.0132
14.0,14.687567
38.0,36.55506
25.0,26.556158
32.0,32.531666
31.0,30.5716
35.0,33.489826
12.0,12.5117445
40.0,34.07361
20.0,19.503944
14.0,14.848137
17.0,15.666933
11.0,9.898411
13.0,11.952146
13.0,12.372186
22.0,22.449387
32.0,31.56495
15.0,14.608023
15.0,15.562297
14.0,15.500954
19.0,18.325188
22.0,22.552998
29.0,28.297323
9.0,9.856543
24.0,23.747398
16.0,15.834471
12.0,12.549445
41.0,38.67936
35.0,32.966187
39.0,38.62147
16.0,15.228376
19.0,18.673048
18.0,18.82987
17.0,16.508059
12.0,11.187421
16.0,15.137189
24.0,22.119776
30.0,29.250343
11.0,10.853201
21.0,21.150137
19.0,17.337791
31.0,30.102604
14.0,13.809973
42.0,40.46348
18.0,18.114653
13.0,12.842684
19.0,18.38605
9.0,9.881674
25.0,26.281857
20.0,18.41748
16.0,14.317426
37.0,36.574715
40.0,39.884735
34.0,33.656685
38.0,40.39508
24.0,23.0734
37.0,36.194
12.0,12.139968
37.0,36.91435
24.0,23.740618
34.0,33.879345
29.0,28.752817
25.0,24.873453
21.0,20.094229
33.0,33.943073
36.0,35.940903
14.0,13.9752655
24.0,23.0734
27.0,27.969786
42.0,42.000294
15.0,14.788235
17.0,16.909739
40.0,37.35775
32.0,31.192604
12.0,12.382041
12.0,12.031314
18.0,18.041046
41.0,41.70913
8.0,8.344179
8.0,8.058169
41.0,40.03003
24.0,23.148596
21.0,19.774237
22.0,22.268969
38.0,39.092804
20.0,19.103008
34.0,36.4282
9.0,8.727637
16.0,14.57044
33.0,33.45376
38.0,38.328613
42.0,34.208904
29.0,29.341303
18.0,18.144487
41.0,39.31112
15.0,15.04471
38.0,37.18322
34.0,34.034492
42.0,31.456123
39.0,38.892647
41.0,36.953926
36.0,35.09388
35.0,35.91843
13.0,12.327826
21.0,20.033083
21.0,20.787909
36.0,36.184456
23.0,22.388155
11.0,10.53946
35.0,34.614914
11.0,10.50262
24.0,23.04193
10.0,10.772909
34.0,34.01735
23.0,21.448359
13.0,13.347026
23.0,23.265415
11.0,10.017447
30.0,28.995817
36.0,35.793266
41.0,38.865814
12.0,11.258791
40.0,38.68943
29.0,29.228136
26.0,25.152233
17.0,15.784623
25.0,24.601309
29.0,29.653543
14.0,16.089636
27.0,28.043232
29.0,31.685324
40.0,39.91201
11.0,9.740494
9.0,7.9118342
32.0,31.740622
31.0,30.609266
20.0,21.284283
25.0,25.127111
26.0,26.663502
37.0,37.728043
40.0,42.096714
17.0,16.476912
32.0,29.025988
21.0,20.772738
36.0,36.305428
29.0,27.699137
15.0,14.226774
18.0,17.912802
32.0,31.748518
23.0,22.61968
24.0,23.700045
23.0,24.954828
16.0,16.225517
42.0,42.070866
19.0,19.366404
35.0,34.003
40.0,39.455627
21.0,20.31767
29.0,30.315115
41.0,38.716957
38.0,38.0559
33.0,33.892773
31.0,29.420588
12.0,12.133747
28.0,28.67473
39.0,38.405674
27.0,27.413137
12.0,13.774905
14.0,14.277869
9.0,9.123221
30.0,29.918463
34.0,32.998703
12.0,9.042913
27.0,28.08091
25.0,25.377607
14.0,14.79015
19.0,18.042805
24.0,23.490343
14.0,14.438414
34.0,34.945717
24.0,24.5395
18.0,18.09732
35.0,34.215626
32.0,29.987188
37.0,36.22424
23.0,20.621382
10.0,10.240692
10.0,10.23431
29.0,29.238615
24.0,24.252497
25.0,25.044563
33.0,33.82709
19.0,18.824755
40.0,37.03196
27.0,26.986164
