y_true,y_pred
11.954343,11.518829
23.632067,23.577173
23.975525,23.76274
25.794203,25.201216
40.334747,40.430077
22.347654,22.776552
34.86133,34.74784
17.938795,17.569221
41.139053,41.541016
37.919983,37.2221
24.09497,24.376783
11.40295,11.352557
23.00693,23.287273
36.420376,36.276405
29.070566,29.32265
14.418712,14.673661
31.70933,31.269236
37.994965,37.30562
27.052305,27.661337
18.460184,18.683638
10.64416,10.568168
13.719421,13.071454
19.741915,19.49071
35.06844,35.42775
36.0131,36.236732
16.687967,16.439451
33.869087,33.58238
13.627265,13.349126
34.27217,34.52215
33.342148,33.742645
36.63027,36.334293
22.212734,22.614653
9.409723,9.624772
13.880525,13.583027
22.751698,22.385046
10.149455,10.568168
41.294598,41.455666
28.251083,28.607885
25.029234,25.390512
29.27793,29.36918
24.3781,24.29487
13.928957,13.273966
32.687843,32.72414
18.923761,18.519827
28.5158,28.53644
27.772736,27.873745
24.21649,24.517962
16.902908,16.573847
9.696972,9.504652
36.778618,36.159866
33.059334,33.46948
15.552385,15.600354
40.510292,40.333424
16.905416,16.144936
23.539238,23.577171
32.74321,32.72414
26.435896,26.80326
36.670204,36.365234
37.86799,37.183334
38.46731,38.873646
12.466702,12.697787
33.670624,33.6155
26.817392,26.716444
20.503262,20.184385
37.997112,37.141407
25.661886,25.24685
33.382523,33.693542
9.140974,9.624772
13.071193,13.293246
39.433094,39.53493
27.6134,27.624289
8.377161,8.791009
18.474224,18.02596
31.715147,31.445036
21.091997,21.551376
41.193962,41.498756
22.004513,22.62411
9.131051,9.504651
15.748383,15.615228
23.103039,23.619112
28.132765,28.377947
15.183317,15.8049
24.423597,24.31279
30.639645,30.631834
35.792393,35.52467
31.828663,31.05738
26.631784,26.736788
14.223237,14.602792
22.30141,22.569197
38.981636,38.68538
34.38745,34.58229
8.54892,8.491891
23.372147,23.305597
22.65087,22.385046
25.080967,25.390038
30.992594,30.261518
21.165169,21.875477
27.469799,27.91154
18.359118,18.648117
31.67677,31.206835
37.527573,37.18743
33.701923,33.693542
8.818394,8.408757
35.159878,35.42775
36.83746,36.303543
27.414059,27.661337
36.166817,36.285973
9.995212,9.973941
22.367973,22.428082
26.532211,26.80326
31.214996,31.225655
9.011145,9.973941
15.001714,15.383836
33.926243,33.93506
33.942204,33.6155
39.651707,39.60566
24.135263,24.501497
27.766047,27.6654
36.536385,36.236732
30.878733,30.291765
35.757637,35.331764
24.678293,24.284262
13.233228,12.735832
40.83637,40.56766
34.26891,34.74784
23.764118,23.619114
33.076283,33.93062
26.152378,26.835505
28.765362,28.57477
21.777655,21.728724
13.362992,13.2769
32.41075,32.991444
26.209116,26.81619
41.06419,41.650673
30.935442,30.291765
40.559803,40.66164
31.360989,31.269232
31.539185,31.175508
17.597418,17.521353
28.756857,28.53644
23.2878,23.35005
28.35969,28.536314
28.975628,28.51998
22.932432,22.428082
20.507391,20.279165
26.037066,26.778791
15.888009,15.618176
33.244972,33.693542
30.395424,30.445734
35.598583,35.440166
34.61554,34.461067
23.840885,23.444365
11.795965,10.957469
25.06793,24.981823
21.136398,21.883442
40.430836,40.68311
30.553005,30.44573
19.687155,19.51386
27.716545,27.54094
11.500509,11.589874
38.004467,38.87365
39.314274,39.60566
38.642586,38.7685
11.167223,10.815803
14.790247,14.66507
34.340164,34.74318
24.182436,24.4914
41.229103,41.541016
29.447565,29.30821
23.173061,23.644474
14.921961,14.695599
29.389532,29.325634
25.597767,25.348356
23.444895,23.444366
13.10757,13.104744
28.421701,28.524672
26.709105,26.517706
36.3194,36.257683
19.092464,18.908731
30.457455,30.417624
23.559872,23.641886
25.25984,25.07314
40.841988,40.481483
14.250924,14.673661
29.46576,29.783981
10.558907,10.517842
8.074196,8.312997
